<time>00:01:10 </time>,<speaker>Katriena</speaker> <eng>Katriena: Hansen.</eng>,<speaker>Katriena</speaker> <afr>Hansen.</afr>,<notes></notes>
<time>00:01:11 </time>,<speaker>Petrus</speaker> <eng>OS (Petrus): Hansen?</eng>,<speaker>Petrus</speaker> <afr>Hansen?</afr>,<notes></notes>
<time>00:01:12 </time>,"<speaker>Katriena</speaker> <eng>Katriena:Yes, Thomas Hansen.</eng>","<speaker>Katriena</speaker> <afr>Ja, Thomas Hansen.</afr>",<notes></notes>
<time>00:01:14 </time>,<speaker>Petrus</speaker> <eng>OS (Petrus): Thomas Hansen</eng>,<speaker>Petrus</speaker> <afr>Thomas Hansen</afr>,<notes></notes>
<time>00:01:14 </time>,<speaker>Petrus</speaker> <eng>OS (Petrus): There it is! That’s how I want it.</eng>,<speaker>Petrus</speaker> <afr>Daarsy! Dis soos ek hom wil hê.</afr>,<notes></notes>
<time>00:01:17 </time>,<speaker>Petrus</speaker> <eng>OS (Petrus): Now what must I say for Mother? Grandmother must really say something? How should I do it?</eng>,<speaker>Petrus</speaker> <afr>Nou hoe moet ek vir Ma loop sê? Ouma moet darem iets sê? Hoe moet ek maak?</afr>,<notes></notes>
<time>00:01:21 </time>,<speaker>Katriena</speaker> <eng>Katriena: Speak like that for Mother?</eng>,<speaker>Katriena</speaker> <afr>Ma wat ek so sê?</afr>,<notes></notes>
<time>00:01:22 </time>,"<speaker>Petrus</speaker> <eng>OS (Petrus): Yes look, Mother, Mother speaks the thing that Grandmother (speaks) well. Now help Mother. Now you 
(plural) must help Mother. </eng> <eng>Now, Grandmother how do you feel about standing 
alongside Mother? I still have to come back and recall the names and recall the people.</eng>","<speaker>Petrus</speaker> <afr>Ja kyk, Ma, Ma praat die ding wat Ouma-goed (praat). Nou vir Ma help. Nou moet julle vir Ma help. Nou hoe voel Ouma om vir Ma by te staan? Ek moet nog terugkom en die namekom vat, en die koppe kom vat.</afr> <eng>

</eng>","<notes>Petrus is asking 
Katriena for 
assistance in an 
upcoming interview. He is asking how 
she feels about 
serving in a 
supportive capacity during the interview by using their 
language (N|uu or Nama) with Mother. He wants their help to backtrack and 
recall more names and identify more 
people.</notes>"
<time>00:01:33 </time>,<speaker>Katriena</speaker> <eng>Katriena: I cannot say that I will stand alongside her </eng> <eng>because I don’t know how long </eng> <eng>…</eng>,<speaker>Katriena</speaker> <afr>Ek kan nie sê ek sal hom by staan nie want ek weet </afr> <afr>nie hoe lank …</afr>,<notes></notes>
<time>00:01:36 </time>,<speaker>Katriena</speaker> <eng>Katriena: How long….</eng>,<speaker>Katriena</speaker> <nam>Matikose  ||ae I… </nam>,"<notes>Khoekhoegowab, Niklaas transcribed and translated.</notes>"
<time>00:01:37 </time>,"<speaker>Petrus</speaker> <eng>OS (Petrus): That’s it, that is truly the thing.</eng>","<speaker>Petrus</speaker> <afr>Dis hy, dis eintlik die ding.</afr>",<notes></notes>
<time>00:01:38 </time>,<speaker>Katriena</speaker> <eng>Katriena: God will keep me alive. I don’t know.</eng>,<speaker>Katriena</speaker> <nam>Elob xa ni sâu-e ǃkhai-e ta |u.</nam>,"<notes>Khoekhoegowab, Niklaas transcribed and translated.</notes>"
<time>00:01:39 </time>,"<speaker>Petrus</speaker> <eng>OS (Petrus): No, now those are Mother’s fears.</eng>","<speaker>Petrus</speaker> <afr>Aa, nou dis Ma se vrese.</afr>",<notes></notes>
<time>00:01:41 </time>,<speaker>Katriena</speaker> <eng>Katriena: Yes.</eng>,<speaker>Katriena</speaker> <afr>Ja.</afr>,<notes></notes>
<time>00:01:41 </time>,<speaker>Petrus</speaker> <eng>OS (Petrus): How long?</eng>,<speaker>Petrus</speaker> <afr>Hoe lank?</afr>,<notes></notes>
<time>00:01:42 </time>,<speaker>Katriena</speaker> <eng>Katriena: Yes.</eng>,<speaker>Katriena</speaker> <afr>Ja</afr> <eng>. </eng>,<notes></notes>
<time>00:01:43 </time>,"<speaker>Petrus</speaker> <eng>OS (Petrus): And 
Grandmother can maybe still say that little bit.</eng>",<speaker>Petrus</speaker> <afr>En Ouma kan nog miskien daai bietjie gee.</afr>,<notes></notes>
<time>00:01:45 </time>,<speaker>Katriena</speaker> <eng>Katriena: Yes.</eng>,<speaker>Katriena</speaker> <afr>Ja.</afr>,<notes></notes>
<time>00:01:45 </time>,<speaker>Petrus</speaker> <eng>OS (Petrus): For the children. </eng>,<speaker>Petrus</speaker> <afr>Vir die kinders. </afr>,<notes></notes>
<time>00:01:46 </time>,<speaker>Katriena</speaker> <eng>Katriena: Yes.</eng>,<speaker>Katriena</speaker> <afr>Aha.</afr>,<notes></notes>
<time>00:01:46 </time>,<speaker>Petrus</speaker> <eng>OS (Petrus): That little bit of language and to tell them how to do it – the people.</eng>,<speaker>Petrus</speaker> <afr>Daai bietjie taal en vir hulle sê hoe moet hulle maak – die mense.</afr>,<notes></notes>
<time>00:01:51 </time>,"<speaker>Katriena</speaker> <eng>Katriena: Thus, let them who are alive take the land, those </eng>","<speaker>Katriena</speaker> <eng>Katriena:</eng> <nam>Xuige an ||în ûitsamana ǃhuba u, ||în </nam>",<notes></notes>
,"<eng>who will live longer, children. Let me be strong to help the children.</eng>","<nam>ûitsama se nî sâu-e nâ, |gôana. Īs |gaima tsî hui |gôana.</nam>",<notes></notes>
<time>00:02:02 </time>,<speaker>Katriena</speaker> <eng>Katriena: That is all that I want to say.</eng>,<speaker>Katriena</speaker> <afr>Dis al wat ek will sê.</afr>,<notes></notes>
<time>00:02:04 </time>,<speaker>Petrus</speaker> <eng>OS (Petrus): Yes</eng>,<speaker>Petrus</speaker> <afr>Aha.</afr>,<notes></notes>
<time>00:02:05 </time>,<eng>END</eng>,,<notes></notes>
